Year,Electoral college vote count,State
1968,3,Vermont
1972,3,Vermont
1976,3,Vermont
1980,3,Vermont
1984,3,Vermont
1988,3,Vermont
1992,3,Vermont
1996,3,Vermont
2000,3,Vermont
2004,3,Vermont
2008,3,Vermont
2012,3,Vermont
2016,3,Vermont
2020,3,Vermont
1788,12,Virginia
1792,21,Virginia
1796,21,Virginia
1800,21,Virginia
1804,24,Virginia
1808,24,Virginia
1812,25,Virginia
1816,25,Virginia
1820,25,Virginia
1824,24,Virginia
1828,24,Virginia
1832,23,Virginia
1836,23,Virginia
1840,23,Virginia
1844,17,Virginia
1848,17,Virginia
1852,15,Virginia
1856,15,Virginia
1860,15,Virginia
1864,0,Virginia
1868,0,Virginia
1872,11,Virginia
1876,11,Virginia
1880,11,Virginia
1884,12,Virginia
1888,12,Virginia
1892,12,Virginia
1896,12,Virginia
1900,12,Virginia
1904,12,Virginia
1908,12,Virginia
1912,12,Virginia
1916,12,Virginia
1920,12,Virginia
1924,12,Virginia
1928,12,Virginia
1932,11,Virginia
1936,11,Virginia
1940,11,Virginia
1944,11,Virginia
1948,11,Virginia
1952,12,Virginia
1956,12,Virginia
1960,12,Virginia
1964,12,Virginia
1968,12,Virginia
1972,12,Virginia
1976,12,Virginia
1980,12,Virginia
1984,12,Virginia
1988,12,Virginia
1992,13,Virginia
1996,13,Virginia
2000,13,Virginia
2004,13,Virginia
2008,13,Virginia
2012,13,Virginia
2016,13,Virginia
2020,13,Virginia
1788,0,Washington
1792,0,Washington
1796,0,Washington
1800,0,Washington
1804,0,Washington
1808,0,Washington
1812,0,Washington
1816,0,Washington
1820,0,Washington
1824,0,Washington
1828,0,Washington
1832,0,Washington
1836,0,Washington
1840,0,Washington
1844,0,Washington
1848,0,Washington
1852,0,Washington
1856,0,Washington
1860,0,Washington
1864,0,Washington
1868,0,Washington
1872,0,Washington
1876,0,Washington
1880,0,Washington
1884,0,Washington
1888,0,Washington
1892,4,Washington
1896,4,Washington
1900,4,Washington
1904,5,Washington
1908,5,Washington
1912,7,Washington
1916,7,Washington
1920,7,Washington
1924,7,Washington
1928,7,Washington
1932,8,Washington
1936,8,Washington
1940,8,Washington
1944,8,Washington
1948,8,Washington
1952,9,Washington
1956,9,Washington
1960,9,Washington
1964,9,Washington
1968,9,Washington
1972,9,Washington
1976,9,Washington
1980,9,Washington
1984,10,Washington
1988,10,Washington
1992,11,Washington
1996,11,Washington
2000,11,Washington
2004,11,Washington
2008,11,Washington
2012,12,Washington
2016,12,Washington
2020,12,Washington
1788,0,West Virginia
1792,0,West Virginia
1796,0,West Virginia
1800,0,West Virginia
1804,0,West Virginia
1808,0,West Virginia
1812,0,West Virginia
1816,0,West Virginia
1820,0,West Virginia
1824,0,West Virginia
1828,0,West Virginia
1832,0,West Virginia
1836,0,West Virginia
1840,0,West Virginia
1844,0,West Virginia
1848,0,West Virginia
1852,0,West Virginia
1856,0,West Virginia
1860,0,West Virginia
1864,5,West Virginia
1868,5,West Virginia
1872,5,West Virginia
1876,5,West Virginia
1880,5,West Virginia
1884,6,West Virginia
1888,6,West Virginia
1892,6,West Virginia
1896,6,West Virginia
1900,6,West Virginia
1904,7,West Virginia
1908,7,West Virginia
1912,8,West Virginia
1916,8,West Virginia
1920,8,West Virginia
1924,8,West Virginia
1928,8,West Virginia
1932,8,West Virginia
1936,8,West Virginia
1940,8,West Virginia
1944,8,West Virginia
1948,8,West Virginia
1952,8,West Virginia
1956,8,West Virginia
1960,8,West Virginia
1964,7,West Virginia
1968,7,West Virginia
1972,6,West Virginia
1976,6,West Virginia
1980,6,West Virginia
1984,6,West Virginia
1988,6,West Virginia
1992,5,West Virginia
1996,5,West Virginia
2000,5,West Virginia
2004,5,West Virginia
2008,5,West Virginia
2012,5,West Virginia
2016,5,West Virginia
2020,5,West Virginia
1788,0,Wisconsin
1792,0,Wisconsin
1796,0,Wisconsin
1800,0,Wisconsin
1804,0,Wisconsin
1808,0,Wisconsin
1812,0,Wisconsin
1816,0,Wisconsin
1820,0,Wisconsin
1824,0,Wisconsin
1828,0,Wisconsin
1832,0,Wisconsin
1836,0,Wisconsin
1840,0,Wisconsin
1844,0,Wisconsin
1848,4,Wisconsin
1852,5,Wisconsin
1856,5,Wisconsin
1860,5,Wisconsin
1864,8,Wisconsin
1868,8,Wisconsin
1872,10,Wisconsin
1876,10,Wisconsin
1880,10,Wisconsin
1884,11,Wisconsin
1888,11,Wisconsin
1892,12,Wisconsin
1896,12,Wisconsin
1900,12,Wisconsin
1904,13,Wisconsin
1908,13,Wisconsin
1912,13,Wisconsin
1916,13,Wisconsin
1920,13,Wisconsin
1924,13,Wisconsin
1928,13,Wisconsin
1932,12,Wisconsin
1936,12,Wisconsin
1940,12,Wisconsin
1944,12,Wisconsin
1948,12,Wisconsin
1952,12,Wisconsin
1956,12,Wisconsin
1960,12,Wisconsin
1964,12,Wisconsin
1968,12,Wisconsin
1972,11,Wisconsin
1976,11,Wisconsin
1980,11,Wisconsin
1984,11,Wisconsin
1988,11,Wisconsin
1992,11,Wisconsin
1996,11,Wisconsin
2000,11,Wisconsin
2004,10,Wisconsin
2008,10,Wisconsin
2012,10,Wisconsin
2016,10,Wisconsin
2020,10,Wisconsin
1788,0,Wyoming
1792,0,Wyoming
1796,0,Wyoming
1800,0,Wyoming
1804,0,Wyoming
1808,0,Wyoming
1812,0,Wyoming
1816,0,Wyoming
1820,0,Wyoming
1824,0,Wyoming
1828,0,Wyoming
1832,0,Wyoming
1836,0,Wyoming
1840,0,Wyoming
1844,0,Wyoming
1848,0,Wyoming
1852,0,Wyoming
1856,0,Wyoming
1860,0,Wyoming
1864,0,Wyoming
1868,0,Wyoming
1872,0,Wyoming
1876,0,Wyoming
1880,0,Wyoming
1884,0,Wyoming
1888,0,Wyoming
1892,3,Wyoming
1896,3,Wyoming
1900,3,Wyoming
1904,3,Wyoming
1908,3,Wyoming
1912,3,Wyoming
1916,3,Wyoming
1920,3,Wyoming
1924,3,Wyoming
1928,3,Wyoming
1932,3,Wyoming
1936,3,Wyoming
1940,3,Wyoming
1944,3,Wyoming
1948,3,Wyoming
1952,3,Wyoming
1956,3,Wyoming
1960,3,Wyoming
1964,3,Wyoming
1968,3,Wyoming
1972,3,Wyoming
1976,3,Wyoming
1980,3,Wyoming
1984,3,Wyoming
1988,3,Wyoming
1992,3,Wyoming
1996,3,Wyoming
2000,3,Wyoming
2004,3,Wyoming
2008,3,Wyoming
2012,3,Wyoming
2016,3,Wyoming
2020,3,Wyoming
