Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Banner_County,_Nebraska",,,,,,,,,,,—,−54.3%,29.6%,−0.6%,16.8%,−16.3%,−5.6%,−4.2%,−18.5%,−11.2%,−7.2%,−3.9%,−15.8%,,,5.8%,,,Banner County, Nebraska
"https://en.wikipedia.org/wiki/Blaine_County,_Nebraska",,,,,,,,,,,—,−47.4%,177.3%,6.3%,−10.9%,−2.9%,−21.8%,−15.5%,−16.6%,2.4%,−22.1%,−13.6%,−18.0%,,,−0.4%,,,Blaine County, Nebraska
"https://en.wikipedia.org/wiki/Boone_County,_Nebraska",,,,,,,,,,—,108.2%,34.6%,12.5%,7.6%,4.2%,−17.7%,−11.6%,−14.8%,−10.3%,−9.8%,−9.8%,−6.1%,−12.0%,,,−4.8%,,,Boone County, Nebraska
"https://en.wikipedia.org/wiki/Box_Butte_County,_Nebraska",,,,,,,,,,,—,1.4%,10.0%,37.1%,41.1%,−9.5%,14.4%,−4.8%,−13.6%,35.7%,−4.1%,−7.4%,−7.0%,,,−4.7%,,,Box Butte County, Nebraska
"https://en.wikipedia.org/wiki/Boyd_County,_Nebraska",,,,,,,,,,,—,955.0%,20.4%,−6.6%,−13.0%,−15.5%,−19.0%,−8.1%,−16.9%,−11.2%,−14.9%,−14.0%,−13.9%,,,−6.9%,,,Boyd County, Nebraska
"https://en.wikipedia.org/wiki/Brown_County,_Nebraska",,,,,,,,,,,—,−20.4%,75.3%,10.9%,−14.5%,3.3%,−13.4%,−14.1%,−9.4%,8.9%,−16.4%,−3.6%,−10.8%,,,−5.5%,,,Brown County, Nebraska
"https://en.wikipedia.org/wiki/Buffalo_County,_Nebraska",,,,,,,,—,69.3%,"3,802.1%",194.3%,−8.6%,8.2%,8.6%,2.3%,−2.8%,6.3%,4.4%,19.0%,11.5%,7.6%,12.9%,9.1%,,,7.6%,,,Buffalo County, Nebraska
"https://en.wikipedia.org/wiki/Burt_County,_Nebraska",,,,,,,,—,633.8%,143.7%,67.3%,12.3%,−2.4%,−1.3%,4.0%,−4.0%,−8.1%,−11.7%,−9.3%,−4.7%,−10.7%,−1.0%,−12.0%,,,−5.4%,,,Burt County, Nebraska
"https://en.wikipedia.org/wiki/Butler_County,_Nebraska",,,,,,,,—,"4,677.8%",612.7%,68.1%,1.6%,−1.9%,−5.2%,−1.3%,−9.0%,−12.8%,−9.8%,−8.3%,−1.4%,−7.8%,1.9%,−4.2%,,,−4.0%,,,Butler County, Nebraska
"https://en.wikipedia.org/wiki/Cass_County,_Nebraska",,,,,,,,—,141.9%,104.7%,44.3%,−11.4%,−7.2%,−8.9%,−1.9%,−3.9%,−3.7%,8.9%,1.4%,12.3%,5.0%,14.1%,3.7%,,,3.6%,,,Cass County, Nebraska
"https://en.wikipedia.org/wiki/Cedar_County,_Nebraska",,,,,,,,—,319.5%,180.9%,142.4%,77.4%,21.8%,6.8%,1.2%,−7.9%,−8.5%,−3.4%,−8.8%,−6.7%,−10.9%,−5.1%,−7.9%,,,−4.6%,,,Cedar County, Nebraska
"https://en.wikipedia.org/wiki/Chase_County,_Nebraska",,,,,,,,,,—,"6,767.1%",−46.8%,41.2%,36.7%,11.0%,−3.2%,−2.5%,−16.6%,−4.4%,15.2%,−7.9%,−7.1%,−2.5%,,,0.3%,,,Chase County, Nebraska
"https://en.wikipedia.org/wiki/Cherry_County,_Nebraska",,,,,,,,,,,—,1.8%,59.2%,12.9%,−7.3%,−11.6%,−12.9%,−2.1%,−16.7%,−1.3%,−6.7%,−2.5%,−7.1%,,,0.8%,,,Cherry County, Nebraska
"https://en.wikipedia.org/wiki/Cheyenne_County,_Nebraska",,,,,,,,,—,720.0%,265.4%,−2.2%,−18.3%,84.7%,21.2%,−6.7%,27.1%,22.7%,−27.3%,−6.7%,−5.6%,3.5%,1.7%,,,−6.9%,,,Cheyenne County, Nebraska
"https://en.wikipedia.org/wiki/Clay_County,_Nebraska",,,,,,,,—,−67.3%,"20,814.8%",44.4%,−3.5%,0.0%,−7.9%,−6.3%,−23.0%,−16.7%,0.2%,−5.2%,−1.9%,−11.0%,−2.4%,−7.1%,,,−5.0%,,,Clay County, Nebraska
"https://en.wikipedia.org/wiki/Colfax_County,_Nebraska",,,,,,,,,—,362.6%,58.7%,7.3%,3.6%,0.1%,−1.6%,−7.1%,−5.8%,−4.1%,−1.0%,4.1%,−7.6%,14.2%,0.7%,,,3.5%,,,Colfax County, Nebraska
"https://en.wikipedia.org/wiki/Cuming_County,_Nebraska",,,,,,,,—,"4,323.9%",87.9%,120.2%,18.9%,−5.5%,−0.1%,4.1%,−5.3%,−4.2%,−4.3%,−3.2%,−3.1%,−13.3%,0.9%,−10.4%,,,−2.2%,,,Cuming County, Nebraska
"https://en.wikipedia.org/wiki/Custer_County,_Nebraska",,,,,,,,,,—,880.4%,−8.9%,29.9%,2.9%,−0.8%,−13.7%,−15.1%,−13.8%,−14.7%,−1.5%,−11.6%,−3.9%,−7.2%,,,−0.9%,,,Custer County, Nebraska
"https://en.wikipedia.org/wiki/Dakota_County,_Nebraska",,,,,,,,—,149.1%,57.5%,67.6%,16.7%,4.4%,17.2%,23.5%,3.5%,5.7%,17.0%,8.0%,26.2%,1.0%,21.0%,3.7%,,,−4.4%,,,Dakota County, Nebraska
"https://en.wikipedia.org/wiki/Dawes_County,_Nebraska",,,,,,,,,,,—,−36.1%,32.8%,23.1%,13.1%,−11.9%,−4.1%,−1.8%,2.4%,−1.6%,−6.1%,0.4%,1.3%,,,−5.1%,,,Dawes County, Nebraska
"https://en.wikipedia.org/wiki/Dawson_County,_Nebraska",,,,,,,,—,543.8%,"2,724.3%",248.2%,21.1%,30.1%,0.3%,11.7%,0.1%,8.4%,0.1%,1.9%,12.8%,−10.6%,22.2%,−0.2%,,,−2.5%,,,Dawson County, Nebraska
"https://en.wikipedia.org/wiki/Deuel_County,_Nebraska",,,,,,,,,,,—,−9.1%,−32.1%,83.8%,21.6%,−10.3%,−7.0%,−6.2%,−13.1%,−9.4%,−9.1%,−6.2%,−7.5%,,,−6.0%,,,Deuel County, Nebraska
"https://en.wikipedia.org/wiki/Dixon_County,_Nebraska",,,,,,,,—,390.9%,210.6%,93.5%,30.3%,8.9%,2.9%,−1.9%,−10.1%,−12.3%,−11.2%,−8.1%,−4.2%,−13.9%,3.2%,−5.3%,,,−4.8%,,,Dixon County, Nebraska
"https://en.wikipedia.org/wiki/Dodge_County,_Nebraska",,,,,,,,—,"1,263.1%",167.4%,71.0%,15.8%,−0.7%,4.8%,8.9%,−5.8%,10.4%,23.6%,7.1%,3.1%,−3.8%,4.8%,1.5%,,,0.3%,,,Dodge County, Nebraska
"https://en.wikipedia.org/wiki/Douglas_County,_Nebraska",,,,,,,,—,361.7%,88.4%,319.7%,−11.0%,19.9%,21.3%,13.9%,6.3%,13.5%,22.2%,13.4%,1.9%,4.9%,11.3%,11.5%,,,,10.5%,,Douglas County, Nebraska
"https://en.wikipedia.org/wiki/Dundy_County,_Nebraska",,,,,,,,,,—,"10,743.2%",−39.3%,68.4%,18.8%,15.2%,−8.7%,−15.0%,−18.0%,−18.0%,−2.2%,−9.8%,−11.2%,−12.4%,,,−11.9%,,,Dundy County, Nebraska
"https://en.wikipedia.org/wiki/Fillmore_County,_Nebraska",,,,,,,,,—,"4,187.4%",57.0%,−5.8%,−2.7%,−6.8%,−5.1%,−12.0%,−15.8%,−1.9%,−13.7%,−2.7%,−10.3%,−6.6%,−11.2%,,−5.2%,,,,Fillmore County, Nebraska
"https://en.wikipedia.org/wiki/Franklin_County,_Nebraska",,,,,,,,,—,"20,919.2%",40.8%,22.9%,9.0%,−2.3%,−9.7%,−14.9%,−8.3%,−23.2%,−16.2%,−4.1%,−10.0%,−9.2%,−9.8%,,−7.3%,,,,Franklin County, Nebraska
"https://en.wikipedia.org/wiki/Frontier_County,_Nebraska",,,,,,,,,,—,809.7%,3.3%,−2.4%,−0.4%,−5.0%,−20.9%,−17.7%,−18.4%,−7.6%,−8.4%,−15.0%,−0.1%,−11.1%,,−4.5%,,,,Frontier County, Nebraska
"https://en.wikipedia.org/wiki/Furnas_County,_Nebraska",,,,,,,,,,—,53.6%,25.7%,−2.3%,−3.5%,4.1%,−16.8%,−7.1%,−17.8%,−10.6%,−6.0%,−14.4%,−4.1%,−6.9%,,−3.6%,,,,Furnas County, Nebraska
"https://en.wikipedia.org/wiki/Gage_County,_Nebraska",,,,,,,,—,697.9%,291.9%,176.1%,−17.3%,0.9%,−2.0%,1.8%,−2.2%,−5.2%,−4.4%,−4.1%,−5.0%,−6.8%,0.9%,−3.0%,,,−3.7%,,,Gage County, Nebraska
"https://en.wikipedia.org/wiki/Garden_County,_Nebraska",,,,,,,,,,,,,—,29.2%,11.5%,−8.2%,−12.1%,−15.6%,−15.6%,−4.3%,−12.2%,−6.8%,−10.3%,,−7.3%,,,,Garden County, Nebraska
"https://en.wikipedia.org/wiki/Garfield_County,_Nebraska",,,,,,,,,,,—,28.2%,60.6%,2.3%,−8.3%,7.4%,−15.4%,−7.3%,−10.7%,−2.0%,−9.4%,−11.2%,7.7%,,−1.6%,,,,Garfield County, Nebraska
"https://en.wikipedia.org/wiki/Gosper_County,_Nebraska",,,,,,,,,,—,187.9%,10.1%,−6.9%,−5.4%,−8.2%,−14.0%,−25.8%,−9.0%,−12.5%,−1.7%,−9.9%,11.2%,−4.6%,,−0.8%,,,,Gosper County, Nebraska
"https://en.wikipedia.org/wiki/Grant_County,_Nebraska",,,,,,,,,,,—,66.6%,43.8%,35.5%,−4.0%,−7.0%,−20.3%,−4.5%,1.0%,−13.9%,−12.3%,−2.9%,−17.8%,,5.7%,,,,Grant County, Nebraska
"https://en.wikipedia.org/wiki/Greeley_County,_Nebraska",,,,,,,,,,—,233.3%,16.9%,41.4%,7.9%,−2.8%,−18.9%,−18.6%,−17.6%,−12.9%,−13.4%,−13.2%,−9.7%,−6.5%,,−6.5%,,,,Greeley County, Nebraska
"https://en.wikipedia.org/wiki/Hall_County,_Nebraska",,,,,,,,—,811.2%,711.0%,92.6%,4.2%,18.3%,16.5%,14.3%,1.5%,16.9%,11.1%,19.8%,11.3%,2.6%,9.4%,9.5%,,,5.1%,,,Hall County, Nebraska
"https://en.wikipedia.org/wiki/Hamilton_County,_Nebraska",,,,,,,,,—,"6,259.2%",70.5%,−5.4%,1.0%,−1.6%,−8.1%,−17.9%,−12.1%,−0.7%,1.8%,4.9%,−4.7%,6.1%,−3.0%,,,1.7%,,,Hamilton County, Nebraska
"https://en.wikipedia.org/wiki/Harlan_County,_Nebraska",,,,,,,,,,—,34.0%,14.9%,2.2%,−3.7%,−2.9%,−20.3%,0.8%,−29.3%,−14.2%,−1.5%,−11.2%,−0.6%,−9.6%,,0.6%,,,,Harlan County, Nebraska
"https://en.wikipedia.org/wiki/Hayes_County,_Nebraska",,,,,,,,,,—,"3,221.8%",−31.5%,11.2%,10.5%,8.3%,−17.9%,−18.7%,−20.2%,−20.3%,−11.4%,−9.9%,−12.6%,−9.5%,,−7.7%,,,,Hayes County, Nebraska
"https://en.wikipedia.org/wiki/Hitchcock_County,_Nebraska",,,,,,,,,,—,473.0%,−24.0%,22.8%,11.6%,20.2%,−11.9%,−8.4%,−17.7%,−16.1%,0.7%,−8.1%,−17.0%,−6.5%,,−2.5%,,,,Hitchcock County, Nebraska
"https://en.wikipedia.org/wiki/Holt_County,_Nebraska",,,,,,,,,,—,315.9%,−10.6%,27.2%,10.3%,−3.7%,0.3%,−12.5%,−5.3%,−5.7%,4.8%,−7.0%,−8.3%,−9.7%,,,−2.5%,,,Holt County, Nebraska
"https://en.wikipedia.org/wiki/Hooker_County,_Nebraska",,,,,,,,,,,—,1.4%,127.1%,40.5%,−14.4%,6.2%,−15.3%,6.5%,−16.9%,5.4%,−19.9%,−1.3%,−6.0%,,−8.4%,,,,Hooker County, Nebraska
"https://en.wikipedia.org/wiki/Howard_County,_Nebraska",,,,,,,,,,—,114.8%,9.7%,4.3%,−0.4%,−6.7%,−15.9%,−14.2%,−9.5%,4.1%,−0.5%,−10.6%,8.4%,−4.5%,,2.6%,,,,Howard County, Nebraska
"https://en.wikipedia.org/wiki/Jefferson_County,_Nebraska",,,,,,,,,—,231.8%,83.4%,2.3%,10.9%,−4.2%,1.7%,−5.3%,−12.3%,−14.7%,−10.2%,−5.9%,−10.8%,−4.9%,−9.4%,,,−6.0%,,,Jefferson County, Nebraska
"https://en.wikipedia.org/wiki/Johnson_County,_Nebraska",,,,,,,,—,549.4%,121.5%,36.1%,8.4%,−9.0%,−12.2%,2.4%,−5.4%,−16.3%,−13.4%,−8.6%,−8.0%,−11.6%,−4.0%,16.2%,,−0.6%,,,,Johnson County, Nebraska
"https://en.wikipedia.org/wiki/Kearney_County,_Nebraska",,,,,,,,—,−87.8%,"6,920.7%",122.5%,8.9%,−7.7%,−5.7%,−5.7%,−15.3%,−6.5%,2.7%,1.9%,5.2%,−6.0%,3.8%,−5.7%,,,0.8%,,,Kearney County, Nebraska
"https://en.wikipedia.org/wiki/Keith_County,_Nebraska",,,,,,,,,,—,"1,217.5%",−23.7%,89.2%,43.4%,27.0%,24.0%,−10.6%,6.8%,6.6%,10.3%,−8.3%,3.4%,−5.7%,,,−4.1%,,,Keith County, Nebraska
"https://en.wikipedia.org/wiki/Keya_Paha_County,_Nebraska",,,,,,,,,,,—,−21.5%,12.2%,4.1%,−10.9%,1.0%,−33.2%,−22.6%,−19.9%,−2.9%,−20.9%,−4.5%,−16.2%,,−3.8%,,,,Keya Paha County, Nebraska
"https://en.wikipedia.org/wiki/Kimball_County,_Nebraska",,,,,,,,,,,—,−21.0%,156.2%,131.6%,3.9%,−16.3%,9.5%,86.2%,−24.7%,−18.8%,−15.9%,−0.5%,−6.6%,,,−5.3%,,,Kimball County, Nebraska
"https://en.wikipedia.org/wiki/Knox_County,_Nebraska",,,,,,,,—,71.7%,"1,304.6%",134.1%,67.1%,28.0%,2.9%,1.1%,−13.8%,−10.1%,−10.3%,−11.9%,−2.3%,−16.8%,−1.7%,−7.2%,,,−3.2%,,,Knox County, Nebraska
"https://en.wikipedia.org/wiki/Lancaster_County,_Nebraska",,,,,,,,—,"4,523.5%",297.1%,172.0%,−15.1%,13.8%,16.4%,16.8%,0.3%,19.0%,29.7%,8.2%,14.8%,10.8%,17.2%,14.0%,,,,11.8%,,Lancaster County, Nebraska
"https://en.wikipedia.org/wiki/Lincoln_County,_Nebraska",,,,,,,,,—,"21,264.7%",187.5%,9.3%,37.4%,49.3%,9.4%,−0.8%,7.7%,4.1%,3.7%,23.4%,−10.8%,6.5%,4.8%,,,−3.0%,,,Lincoln County, Nebraska
"https://en.wikipedia.org/wiki/Logan_County,_Nebraska",,,,,,,,,,,—,−30.3%,58.4%,4.9%,−36.5%,71.8%,−22.1%,−18.3%,−10.6%,−0.8%,−10.7%,−11.8%,−1.4%,,0.7%,,,,Logan County, Nebraska
"https://en.wikipedia.org/wiki/Loup_County,_Nebraska",,,,,,,,,,,—,−21.5%,67.7%,−11.1%,−6.6%,−2.3%,−24.1%,−18.6%,−22.2%,0.6%,−20.5%,4.2%,−11.2%,,−3.6%,,,,Loup County, Nebraska
"https://en.wikipedia.org/wiki/McPherson_County,_Nebraska",,,,,,,,,,,—,28.9%,377.8%,−31.5%,−19.7%,−13.5%,−29.8%,−10.9%,−15.2%,−4.8%,−7.9%,−2.4%,1.1%,,−7.4%,,,,McPherson County, Nebraska
"https://en.wikipedia.org/wiki/Madison_County,_Nebraska",,,,,,,,,—,393.3%,144.6%,24.2%,12.5%,17.9%,15.7%,−6.8%,0.3%,3.3%,9.0%,14.5%,4.1%,7.9%,−1.0%,,,1.5%,,,Madison County, Nebraska
"https://en.wikipedia.org/wiki/Merrick_County,_Nebraska",,,,,,,,—,411.0%,858.9%,64.0%,5.7%,12.1%,3.7%,−1.3%,−11.9%,−5.8%,−5.1%,4.6%,2.2%,−10.0%,1.9%,−4.4%,,,−1.4%,,,Merrick County, Nebraska
"https://en.wikipedia.org/wiki/Morrill_County,_Nebraska",,,,,,,,,,,,,—,99.6%,8.7%,−5.2%,−12.4%,−14.6%,−17.6%,4.7%,−10.9%,0.3%,−7.3%,,−4.1%,,,,Morrill County, Nebraska
"https://en.wikipedia.org/wiki/Nance_County,_Nebraska",,,,,,,,,—,"2,654.5%",376.3%,42.4%,8.6%,−2.4%,0.1%,−12.2%,−14.9%,−13.5%,−8.7%,−7.8%,−9.8%,−5.5%,−7.5%,,−3.4%,,,,Nance County, Nebraska
"https://en.wikipedia.org/wiki/Nemaha_County,_Nebraska",,,,,,,,—,141.9%,37.6%,23.7%,15.6%,−12.4%,−4.2%,−1.5%,3.4%,−14.1%,−17.1%,−1.4%,−6.8%,−4.6%,−5.1%,−4.3%,,,−4.0%,,,Nemaha County, Nebraska
"https://en.wikipedia.org/wiki/Nuckolls_County,_Nebraska",,,,,,,,—,−63.6%,"52,837.5%",169.6%,8.7%,4.9%,1.7%,−4.6%,1.2%,−14.1%,−25.1%,−9.9%,−9.2%,12.8%,−33.3%,−11.0%,,−5.0%,,,,Nuckolls County, Nebraska
"https://en.wikipedia.org/wiki/Otoe_County,_Nebraska",,,,,,,,—,193.2%,27.4%,61.5%,−12.3%,−13.3%,0.9%,2.1%,−4.6%,−10.2%,−3.2%,−5.6%,−2.5%,−6.1%,8.0%,2.2%,,,1.6%,,,Otoe County, Nebraska
"https://en.wikipedia.org/wiki/Pawnee_County,_Nebraska",,,,,,,,—,372.9%,65.9%,49.4%,13.8%,−10.1%,−9.5%,−1.6%,−9.6%,−20.8%,−20.6%,−16.5%,−12.0%,−15.7%,−6.9%,−10.2%,,−4.8%,,,,Pawnee County, Nebraska
"https://en.wikipedia.org/wiki/Perkins_County,_Nebraska",,,,,,,,,,,—,−61.0%,51.0%,54.4%,47.1%,−10.9%,−7.5%,−12.9%,−18.3%,6.3%,−7.4%,−5.0%,−7.2%,,−2.3%,,,,Perkins County, Nebraska
"https://en.wikipedia.org/wiki/Phelps_County,_Nebraska",,,,,,,,,,—,303.3%,9.1%,−3.0%,−5.3%,−6.5%,−8.7%,7.1%,8.3%,−2.5%,2.3%,−0.6%,0.3%,−5.7%,,,−2.1%,,,Phelps County, Nebraska
"https://en.wikipedia.org/wiki/Pierce_County,_Nebraska",,,,,,,,,—,690.8%,304.7%,73.6%,19.9%,5.5%,3.7%,−7.8%,−7.9%,−7.3%,−2.6%,−0.1%,−7.7%,0.4%,−7.5%,,,−1.7%,,,Pierce County, Nebraska
"https://en.wikipedia.org/wiki/Platte_County,_Nebraska",,,,,,,,—,142.8%,400.8%,62.3%,15.0%,7.1%,2.4%,8.8%,−4.7%,−1.4%,20.5%,10.5%,8.8%,3.4%,6.2%,1.8%,,,3.5%,,,Platte County, Nebraska
"https://en.wikipedia.org/wiki/Polk_County,_Nebraska",,,,,,,,—,615.8%,"4,933.8%",58.0%,−2.5%,−0.2%,1.8%,−5.8%,−13.3%,−8.0%,−10.4%,−10.3%,−2.3%,−10.3%,−0.5%,−4.1%,,−1.4%,,,,Polk County, Nebraska
"https://en.wikipedia.org/wiki/Red_Willow_County,_Nebraska",,,,,,,,,,—,190.3%,8.7%,15.1%,3.4%,21.2%,−13.8%,8.6%,−0.3%,−5.8%,3.5%,−7.2%,−2.2%,−3.4%,,,−3.0%,,,Red Willow County, Nebraska
"https://en.wikipedia.org/wiki/Richardson_County,_Nebraska",,,,,,,,—,245.0%,53.7%,16.9%,11.6%,−11.0%,8.7%,4.5%,−3.3%,−12.0%,−17.7%,−11.7%,−7.8%,−12.2%,−4.1%,−12.3%,,,−5.1%,,,Richardson County, Nebraska
"https://en.wikipedia.org/wiki/Rock_County,_Nebraska",,,,,,,,,,,—,−8.9%,29.1%,2.1%,−9.1%,18.2%,−23.9%,−15.6%,−12.6%,6.8%,−15.3%,−13.0%,−13.1%,,−5.9%,,,,Rock County, Nebraska
"https://en.wikipedia.org/wiki/Saline_County,_Nebraska",,,,,,,,—,"7,864.1%",366.5%,38.7%,−9.2%,−2.1%,−7.6%,0.1%,−9.2%,−6.4%,−10.7%,2.1%,2.5%,−3.2%,8.9%,2.6%,,,1.1%,,,Saline County, Nebraska
"https://en.wikipedia.org/wiki/Sarpy_County,_Nebraska",,,,,,,,—,142.5%,53.8%,53.4%,32.1%,2.1%,1.0%,11.0%,4.2%,44.8%,99.3%,103.6%,35.0%,19.3%,19.5%,29.6%,,,,17.9%,,Sarpy County, Nebraska
"https://en.wikipedia.org/wiki/Saunders_County,_Nebraska",,,,,,,,,—,247.7%,36.5%,2.4%,−4.1%,−2.8%,−2.0%,−11.3%,−5.4%,2.1%,−1.5%,10.0%,−2.3%,8.4%,4.8%,,,2.5%,,,Saunders County, Nebraska
"https://en.wikipedia.org/wiki/Scotts_Bluff_County,_Nebraska",,,,,,,,,,,—,35.2%,227.4%,147.9%,38.3%,18.4%,0.1%,−0.4%,7.8%,5.2%,−6.0%,2.6%,0.1%,,,−2.7%,,,Scotts Bluff County, Nebraska
"https://en.wikipedia.org/wiki/Seward_County,_Nebraska",,,,,,,,,—,277.5%,44.8%,−2.8%,1.3%,−0.2%,0.4%,−11.1%,−7.1%,3.2%,6.5%,9.2%,−2.1%,6.8%,1.5%,,,3.4%,,,Seward County, Nebraska
"https://en.wikipedia.org/wiki/Sheridan_County,_Nebraska",,,,,,,,,,,—,−64.7%,139.0%,31.3%,12.1%,−8.6%,−3.3%,−5.1%,−19.5%,3.6%,−10.5%,−8.2%,−11.8%,,−3.3%,,,,Sheridan County, Nebraska
"https://en.wikipedia.org/wiki/Sherman_County,_Nebraska",,,,,,,,,,—,210.5%,2.4%,26.4%,7.2%,2.8%,−14.9%,−17.3%,−16.2%,−12.2%,−10.6%,−12.0%,−10.8%,−5.0%,−3.1%,,,,,Sherman County, Nebraska
"https://en.wikipedia.org/wiki/Sioux_County,_Nebraska",,,,,,,,,,—,250.8%,−16.2%,172.5%,−19.1%,3.1%,−14.3%,−21.9%,−17.6%,−21.0%,−9.3%,−16.0%,−4.8%,−11.1%,,,−9.5%,,,Sioux County, Nebraska
"https://en.wikipedia.org/wiki/Stanton_County,_Nebraska",,,,,,,,,—,185.1%,154.8%,50.7%,8.4%,2.8%,0.7%,−11.8%,−7.3%,−9.5%,−0.4%,13.7%,−4.7%,3.4%,−5.1%,,−2.3%,,,,Stanton County, Nebraska
"https://en.wikipedia.org/wiki/Thayer_County,_Nebraska",,,,,,,,,,—,108.4%,12.5%,3.1%,−5.4%,−2.1%,−10.4%,−13.9%,−13.7%,−14.7%,−2.5%,−12.5%,−8.7%,−13.7%,,−3.5%,,,,Thayer County, Nebraska
"https://en.wikipedia.org/wiki/Thomas_County,_Nebraska",,,,,,,,,,,—,21.5%,89.6%,48.9%,−14.8%,2.8%,−22.3%,−10.6%,−11.5%,2.0%,−12.5%,−14.3%,−11.2%,,12.1%,,,,Thomas County, Nebraska
"https://en.wikipedia.org/wiki/Thurston_County,_Nebraska",,,,,,,,,—,251.6%,"2,813.8%",105.2%,33.6%,10.2%,9.1%,−2.1%,−16.1%,−15.8%,−4.1%,3.5%,−3.5%,3.4%,−3.2%,,,5.2%,,,Thurston County, Nebraska
"https://en.wikipedia.org/wiki/Valley_County,_Nebraska",,,,,,,,,,—,205.2%,3.5%,29.2%,3.6%,−3.0%,−14.4%,−11.2%,−9.1%,−12.2%,−2.6%,−8.2%,−10.1%,−8.3%,,−1.2%,,,,Valley County, Nebraska
"https://en.wikipedia.org/wiki/Washington_County,_Nebraska",,,,,,,,—,256.4%,93.9%,37.5%,10.3%,−2.7%,−4.4%,−0.7%,−4.3%,−0.6%,5.1%,10.0%,16.5%,7.1%,13.1%,7.7%,,,2.1%,,,Washington County, Nebraska
"https://en.wikipedia.org/wiki/Wayne_County,_Nebraska",,,,,,,,,—,346.7%,661.3%,59.3%,5.4%,−6.5%,8.6%,−6.5%,2.5%,−1.7%,4.4%,−5.2%,−5.0%,5.2%,−2.6%,,,−2.0%,,,Wayne County, Nebraska
"https://en.wikipedia.org/wiki/Webster_County,_Nebraska",,,,,,,,,—,"44,300.0%",57.8%,3.6%,3.3%,−9.0%,−6.5%,−14.8%,−15.0%,−15.8%,−13.3%,−10.0%,−11.9%,−5.1%,−6.1%,,−7.6%,,,,Webster County, Nebraska
"https://en.wikipedia.org/wiki/Wheeler_County,_Nebraska",,,,,,,,,,—,161.3%,−19.1%,68.3%,10.4%,−7.7%,−7.1%,−29.7%,−15.0%,−19.0%,0.9%,−10.6%,−6.5%,−7.7%,,0.0%,,,,Wheeler County, Nebraska
"https://en.wikipedia.org/wiki/York_County,_Nebraska",,,,,,,,,—,"1,749.3%",54.7%,5.4%,2.8%,−8.4%,0.5%,−13.7%,−3.5%,−4.3%,−0.3%,8.1%,−2.5%,1.2%,−6.4%,,,0.8%,,,York County, Nebraska
"https://en.wikipedia.org/wiki/Churchill_County,_Nevada",,,,,,,,,—,144.4%,46.8%,18.1%,238.7%,65.4%,9.2%,4.8%,15.9%,37.2%,24.4%,32.4%,28.9%,33.7%,3.7%,,,,0.1%,,Churchill County, Nevada
"https://en.wikipedia.org/wiki/Clark_County,_Nevada",,,,,,,,,,,,,—,46.3%,75.6%,92.4%,194.2%,163.0%,115.2%,69.5%,60.1%,85.5%,41.8%,,,,16.2%,,Clark County, Nevada
"https://en.wikipedia.org/wiki/Douglas_County,_Nevada",,,,,,,,,—,30.1%,−1.9%,−1.1%,23.5%,−3.7%,0.8%,11.7%,−1.3%,71.6%,97.7%,182.2%,42.3%,49.3%,13.9%,,,,4.1%,,Douglas County, Nevada
"https://en.wikipedia.org/wiki/Elko_County,_Nevada",,,,,,,,,—,65.8%,−16.1%,18.6%,43.0%,−0.6%,23.2%,9.6%,6.8%,3.1%,16.2%,23.7%,94.2%,35.1%,7.8%,,,,8.1%,,Elko County, Nevada
"https://en.wikipedia.org/wiki/Esmeralda_County,_Nevada",,,,,,,,,—,107.3%,−33.3%,−8.2%,375.1%,−74.3%,−55.3%,44.3%,−60.5%,0.8%,1.6%,23.5%,73.0%,−27.8%,−19.4%,,,,11.5%,,Esmeralda County, Nevada
"https://en.wikipedia.org/wiki/Eureka_County,_Nevada",,,,,,,,,,—,−53.8%,−40.3%,−6.3%,−26.2%,−1.3%,2.1%,−34.2%,−14.4%,23.6%,26.4%,29.1%,6.7%,20.4%,,,,2.1%,,Eureka County, Nevada
"https://en.wikipedia.org/wiki/Humboldt_County,_Nevada",,,,,,,,—,"4,690.0%",81.6%,−1.3%,30.0%,52.9%,−45.2%,1.4%,25.0%,2.0%,18.0%,11.7%,48.0%,36.1%,25.4%,2.6%,,,,1.8%,,Humboldt County, Nevada
"https://en.wikipedia.org/wiki/Lander_County,_Nevada",,,,,,,,,—,28.7%,−37.5%,−32.3%,16.4%,−16.9%,15.5%,1.8%,6.0%,−15.4%,70.2%,52.9%,53.7%,−7.5%,−0.3%,,,,−4.2%,,Lander County, Nevada
"https://en.wikipedia.org/wiki/Lincoln_County,_Nevada",,,,,,,,,—,−11.7%,−6.5%,33.2%,6.2%,−34.5%,57.5%,14.7%,−7.1%,−36.6%,5.2%,46.0%,1.2%,10.3%,28.3%,,,,−3.0%,,Lincoln County, Nevada
"https://en.wikipedia.org/wiki/Lyon_County,_Nevada",,,,,,,,,—,31.1%,−17.5%,14.1%,57.3%,14.3%,−6.6%,7.0%,−9.7%,67.0%,33.8%,65.4%,47.1%,72.5%,50.7%,,,,10.6%,,Lyon County, Nevada
